,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList
20807,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Melaniparus fasciiventer kaboboensis,
20808,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Melaniparus thruppi,Acacia Tit
20809,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Melaniparus thruppi thruppi,
20810,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Melaniparus thruppi barakae,
20811,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Melaniparus fringillinus,Red-throated Tit
20812,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Melaniparus leuconotus,White-backed Black Tit
20813,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Melaniparus cinerascens,Ashy Tit
20814,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Melaniparus cinerascens benguelae,
20815,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Melaniparus cinerascens cinerascens,
20816,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Melaniparus afer,Grey Tit
20817,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Melaniparus afer arens,
20818,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Melaniparus afer afer,
20819,genus,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus,
20820,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus venustulus,Yellow-bellied Tit
20821,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus amabilis,Palawan Tit
20822,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus elegans,Elegant Tit
20823,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus elegans edithae,
20824,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus elegans montigenus,
20825,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus elegans gilliardi,
20826,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus elegans elegans,
20827,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus elegans visayanus,
20828,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus elegans albescens,
20829,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus elegans mindanensis,
20830,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus elegans suluensis,
20831,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus elegans bongaoensis,
20832,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater,Coal Tit
20833,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater britannicus,
20834,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater hibernicus,
20835,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater ater,
20836,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater vieirae,
20837,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater sardus,
20838,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater atlas,
20839,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater ledouci,
20840,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater cypriotes,
20841,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater moltchanovi,
20842,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater michalowskii,
20843,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater derjugini,
20844,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater eckodedicatus,
20845,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater phaeonotus,
20846,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater rufipectus,
20847,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater martensi,
20848,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater melanolophus,
20849,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater aemodius,
20850,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater pekinensis,
20851,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater insularis,
20852,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater kuatunensis,
20853,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus ater ptilosus,
20854,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus rufonuchalis,Rufous-naped Tit
20855,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus rubidiventris,Rufous-vented Tit
20856,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus rubidiventris rubidiventris,
20857,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus rubidiventris beavani,
20858,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus rubidiventris whistleri,
20859,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Periparus rubidiventris saramatii,
20860,genus,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes,
20861,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes dichrous,Grey-crested Tit
20862,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes dichrous kangrae,
20863,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes dichrous dichrous,
20864,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes dichrous dichroides,
20865,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes dichrous wellsi,
20866,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes cristatus,Crested Tit
20867,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes cristatus scoticus,
20868,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes cristatus abadiei,
20869,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes cristatus weigoldi,
20870,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes cristatus cristatus,
20871,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes cristatus baschkirikus,
20872,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes cristatus mitratus,
20873,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Lophophanes cristatus bureschi,
20874,genus,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus,
20875,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus wollweberi,Bridled Titmouse
20876,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus wollweberi vandevenderi,
20877,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus wollweberi phillipsi,
20878,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus wollweberi wollweberi,
20879,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus wollweberi caliginosus,
20880,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus inornatus,Oak Titmouse
20881,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus inornatus inornatus,
20882,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus inornatus affabilis,
20883,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus inornatus mohavensis,
20884,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus inornatus cineraceus,
20885,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus ridgwayi,Juniper Titmouse
20886,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus ridgwayi ridgwayi,
20887,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus ridgwayi zaleptus,
20888,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus bicolor,Tufted Titmouse
20889,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus atricristatus,Black-crested Titmouse
20890,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus atricristatus paloduro,
20891,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus atricristatus sennetti,
20892,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Baeolophus atricristatus atricristatus,
20893,genus,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus,
20894,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus castaneoventris,Chestnut-bellied Tit
20895,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus olivaceus,Iriomote Tit
20896,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus varius,Varied Tit
20897,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus varius varius,
20898,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus varius sunsunpi,
20899,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus varius namiyei,
20900,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus varius amamii,
20901,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus varius orii,
20902,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus owstoni,Owston's Tit
20903,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus semilarvatus,White-fronted Tit
20904,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus semilarvatus snowi,
20905,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus semilarvatus semilarvatus,
20906,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Sittiparus semilarvatus nehrkorni,
20907,genus,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile,
20908,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile superciliosus,White-browed Tit
20909,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile lugubris,Sombre Tit
20910,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile lugubris lugubris,
20911,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile lugubris lugens,
20912,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile lugubris anatoliae,
20913,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile lugubris dubius,
20914,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile lugubris kirmanensis,
20915,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile davidi,Pere David's Tit
20916,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile palustris,Marsh Tit
20917,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile palustris dresseri,
20918,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile palustris palustris,
20919,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile palustris italicus,
20920,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile palustris stagnatilis,
20921,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile palustris kabardensis,
20922,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile palustris brevirostris,
20923,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile palustris ernsti,
20924,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile palustris hensoni,
20925,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile palustris jeholicus,
20926,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile palustris hellmayri,
20927,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile hyrcanus,Caspian Tit
20928,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile hypermelaenus,Black-bibbed Tit
20929,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile weigoldicus,Sichuan Tit
20930,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus,Willow Tit
20931,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus kleinschmidti,
20932,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus rhenanus,
20933,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus montanus,
20934,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus salicarius,
20935,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus borealis,
20936,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus uralensis,
20937,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus baicalensis,
20938,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus anadyrensis,
20939,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus kamtschatkensis,
20940,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus sachalinensis,
20941,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus restrictus,
20942,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus songarus,
20943,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus affinis,
20944,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile montanus stoetzneri,
20945,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile cinctus,Grey-headed Chickadee
20946,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile cinctus lapponicus,
20947,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile cinctus cinctus,
20948,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile cinctus sayanus,
20949,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile cinctus lathami,
20950,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile rufescens,Chestnut-backed Chickadee
20951,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile rufescens rufescens,
20952,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile rufescens neglectus,
20953,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile rufescens barlowi,
20954,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile hudsonicus,Boreal Chickadee
20955,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile hudsonicus stoneyi,
20956,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile hudsonicus columbianus,
20957,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile hudsonicus hudsonicus,
20958,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile hudsonicus littoralis,
20959,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile hudsonicus farleyi,
20960,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile gambeli,Mountain Chickadee
20961,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile gambeli baileyae,
20962,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile gambeli inyoensis,
20963,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile gambeli gambeli,
20964,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile gambeli atratus,
20965,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile sclateri,Mexican Chickadee
20966,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile sclateri eidos,
20967,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile sclateri garzai,
20968,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile sclateri sclateri,
20969,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile sclateri rayi,
20970,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile carolinensis,Carolina Chickadee
20971,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile carolinensis atricapilloides,
20972,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile carolinensis agilis,
20973,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile carolinensis carolinensis,
20974,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile carolinensis extimus,
20975,species,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile atricapillus,Black-capped Chickadee
20976,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile atricapillus turneri,
20977,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile atricapillus occidentalis,
20978,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile atricapillus fortuitus,
20979,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile atricapillus septentrionalis,
20980,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile atricapillus bartletti,
20981,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile atricapillus atricapillus,
20982,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile atricapillus garrinus,
20983,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile atricapillus nevadensis,
20984,subspecies,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Poecile atricapillus practicus,
20985,family,Passeriformes,Panuridae,Reedling,Panuridae,
20986,genus,Passeriformes,Panuridae,Reedling,Panurus,
