Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList,German_name,Status,Rl-status
species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Oenanthe pleschanka,Pied Wheatear,Nonnensteinschmätzer,Ausnahmeerscheinung, 
species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Oenanthe cypriaca,Cyprus Wheatear,Zypernsteinschmätzer, , 
species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Oenanthe isabellina,Isabelline Wheatear,Isabellsteinschmätzer,Ausnahmeerscheinung, 
species,Passeriformes,Prunellidae,Accentors,Prunella collaris,Alpine Accentor,Alpenbraunelle,"Brut-, Jahres-, Zugvogel",R
species,Passeriformes,Prunellidae,Accentors,Prunella atrogularis,Black-throated Accentor,Schwarzkehlbraunelle,besondere Ausnahmeerscheinung, 
species,Passeriformes,Prunellidae,Accentors,Prunella montanella,Siberian Accentor,Bergbraunelle,besondere Ausnahmeerscheinung, 
species,Passeriformes,Passeridae,Snowfinches and Old World Sparrows,Petronia petronia,Rock Sparrow,Steinsperling, ,0
species,Passeriformes,Passeridae,Snowfinches and Old World Sparrows,Montifringilla nivalis,White-winged Snowfinch,Schneesperling,"Brut-, Jahresvogel",R
species,Passeriformes,Motacillidae,Wagtails and Pipits,Motacilla cinerea,Grey Wagtail,Gebirgsstelze,"Brut-, Jahres-, Zugvogel, Wintergast", 
species,Passeriformes,Motacillidae,Wagtails and Pipits,Motacilla flava,Western Yellow Wagtail,Schafstelze,"Brut-, Zugvogel", 
species,Passeriformes,Motacillidae,Wagtails and Pipits,Motacilla citreola,Citrine Wagtail,Zitronenstelze,Ausnahmeerscheinung, 
species,Passeriformes,Motacillidae,Wagtails and Pipits,Anthus godlewskii,Blyth's Pipit,Steppenpieper,Ausnahmeerscheinung, 
species,Passeriformes,Motacillidae,Wagtails and Pipits,Anthus campestris,Tawny Pipit,Brachpieper,"Brut-, Zugvogel",1
species,Passeriformes,Motacillidae,Wagtails and Pipits,Anthus richardi,Richard's Pipit,Spornpieper,seltener Zugvogel, 
species,Passeriformes,Motacillidae,Wagtails and Pipits,Anthus gustavi,Pechora Pipit,Petschorapieper,besondere Ausnahmeerscheinung, 
species,Passeriformes,Motacillidae,Wagtails and Pipits,Anthus trivialis,Tree Pipit,Baumpieper,"Brut-, Zugvogel",V
species,Passeriformes,Motacillidae,Wagtails and Pipits,Anthus hodgsoni,Olive-backed Pipit,Waldpieper,Ausnahmeerscheinung, 
species,Passeriformes,Motacillidae,Wagtails and Pipits,Anthus cervinus,Red-throated Pipit,Rotkehlpieper,Zugvogel, 
species,Passeriformes,Motacillidae,Wagtails and Pipits,Anthus rubescens,American Pipit,Pazifikpieper,besondere Ausnahmeerscheinung, 
species,Passeriformes,Motacillidae,Wagtails and Pipits,Anthus pratensis,Meadow Pipit,Wiesenpieper,"Brut, Zugvogel, Wintergast",2
species,Passeriformes,Motacillidae,Wagtails and Pipits,Anthus petrosus,European Rock Pipit,Strandpieper,"Zugvogel, Wintergast", 
species,Passeriformes,Motacillidae,Wagtails and Pipits,Anthus spinoletta,Water Pipit,Bergpieper,"Brut-, Jahres-, Zugvogel, Wintergast", 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Fringilla montifringilla,Brambling,Bergfink,"Zugvogel, Wintergast", 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Fringilla coelebs,Eurasian Chaffinch,Buchfink,"Brut-, Jahres-, Zugvogel, Wintergast", 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Coccothraustes coccothraustes,Hawfinch,Kernbeißer,"Brut-, Jahres-, Zugvogel, Wintergast", 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Pinicola enucleator,Pine Grosbeak,Hakengimpel,Ausnahmeerscheinung, 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Bucanetes githagineus,Trumpeter Finch,Wüstengimpel,besondere Ausnahmeerscheinung, 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Chloris chloris,European Greenfinch,Grünfink,"Brut-, Jahres-, Zugvogel, Wintergast", 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Linaria flavirostris,Twite,Berghänfling,Wintergast, 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Linaria cannabina,Common Linnet,Bluthänfling,"Brut-, Jahres-, Zugvogel, Wintergast",3
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Loxia leucoptera,Two-barred Crossbill,Bindenkreuzschnabel,Ausnahmeerscheinung, 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Loxia pytyopsittacus,Parrot Crossbill,Kiefernkreuzschnabel,Ausnahmeerscheinung, 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Loxia curvirostra,Red Crossbill,Fichtenkreuzschnabel,"Brut-, Jahres-, Zugvogel, Wintergast", 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Carduelis citrinella,Citril Finch,Zitronenzeisig,"Brut-, Jahresvogel",3
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Carduelis carduelis,European Goldfinch,Stieglitz,"Brut-, Jahres-, Zugvogel, Wintergast", 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Serinus serinus,European Serin,Girlitz,"Brut-, Zugvogel", 
species,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Spinus spinus,Eurasian Siskin,Erlenzeisig,"Brut-, Jahres-, Zugvogel, Wintergast", 
species,Passeriformes,Calcariidae,Longspurs and Snow Buntings,Plectrophenax nivalis,Snow Bunting,Schneeammer,"Zugvogel, Wintergast", 
species,Passeriformes,Calcariidae,Longspurs and Snow Buntings,Calcarius lapponicus,Lapland Longspur,Spornammer,"Zugvogel, Wintergast", 
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza schoeniclus,Common Reed Bunting,Rohrammer,"Brut-, Zugvogel, Wintergast", 
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza aureola,Yellow-breasted Bunting,Weidenammer,Ausnahmeerscheinung, 
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza pusilla,Little Bunting,Zwergammer,Ausnahmeerscheinung, 
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza rustica,Rustic Bunting,Waldammer,Ausnahmeerscheinung, 
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza spodocephala,Black-faced Bunting,Maskenammer,besondere Ausnahmeerscheinung, 
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza melanocephala,Black-headed Bunting,Kappenammer,Ausnahmeerscheinung, 
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza bruniceps,Red-headed Bunting,Braunkopfammer,Ausnahmeerscheinung, 
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza calandra,Corn Bunting,Grauammer,"Brut-, Jahres-, Zugvogel, Wintergast",V
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza cia,Rock Bunting,Zippammer,"Brut-, Jahres-, Zugvogel",1
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza buchanani,Grey-necked Bunting,Steinortolan,besondere Ausnahmeerscheinung, 
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza cineracea,Cinereous Bunting,Türkenammer, , 
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza hortulana,Ortolan Bunting,Ortolan,"Brut-, Zugvogel",2
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza caesia,Cretzschmar's Bunting,Grauortolan,besondere Ausnahmeerscheinung, 
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza leucocephalos,Pine Bunting,Fichtenammer,Ausnahmeerscheinung, 
species,Passeriformes,Emberizidae,Old World Buntings,Emberiza citrinella,Yellowhammer,Goldammer,"Brut-, Jahres-, Zugvogel, Wintergast", 
species,Passeriformes,Parulidae,New World Warblers,Setophaga americana,Northern Parula,Meisenwaldsänger,besondere Ausnahmeerscheinung, 
species,Passeriformes,Parulidae,New World Warblers,Setophaga virens,Black-throated Green Warbler,Grünmantel-Waldsänger, , 
